,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ppil2,-14.671002388000488,9.562943159835413e-05,3.664892389565466e-09,0.00017788528930395842,2.0255371939722143e-15
1,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Aldh6a1,-14.523354530334473,8.632671233499423e-05,3.664892389565466e-09,0.00015953877300489694,1.2669133046215906e-15
2,facs,3m,24m,male,Aorta,Heart,aortic endothelial cell,Igfbp5,-14.501344680786133,0.0008412777679041028,3.62733594272413e-08,0.0012657494517043233,7.773174176474623e-09
3,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Tbc1d15,-14.414580345153809,8.843823161441833e-05,4.048662738398434e-09,0.00015793352213222533,3.7353678183017606e-21
4,facs,3m,24m,male,Brain_Myeloid,Hippocampus,microglial cell,Hist1h3e,-14.135029792785645,5.3230778576107696e-05,2.9576592286417736e-09,0.00016050304111558944,6.097713303125484e-10
5,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Nup88,-13.951662063598633,5.8082936448045075e-05,3.664892389565466e-09,0.00013402130571193993,1.0783409913124231e-08
6,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Wls,-13.895994186401367,0.00012345433060545474,8.097325476796868e-09,0.00019179092487320304,3.057292894182694e-29
7,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Pitpnb,-13.820034980773926,5.301817145664245e-05,3.664892389565466e-09,0.00012043784226989374,4.950083813425852e-09
8,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,oligodendrocyte,Man2b1,-13.559788703918457,3.759051105589606e-05,3.1119700150128438e-09,9.843570296652615e-05,1.1007193347715961e-10
9,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Hdlbp,-13.535155296325684,4.80735870951321e-05,4.048662738398434e-09,0.0001034164524753578,3.736663043848585e-13
10,facs,3m,24m,male,BAT,Fat,myeloid cell,Abpg,13.435722351074219,1.832535012624703e-08,0.00020306331862229854,0.0004839695757254958,2.205474234643979e-11
11,facs,3m,24m,male,SCAT,Fat,epithelial cell,Acta1,13.326435089111328,6.444087574664081e-08,0.0006619496853090823,0.000961235782597214,3.854464316014752e-06
12,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Akap12,-13.285049438476562,0.0008065856527537107,8.080656499487304e-08,0.0007774969562888145,1.6993661817469358e-24
13,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,brain pericyte,Olfml2a,-13.226030349731445,0.0004391836700960994,4.583581869610498e-08,0.0004131963069085032,1.007301520736537e-08
14,facs,3m,24m,male,BAT,Fat,myeloid cell,Car6,13.165288925170898,3.665070025249406e-08,0.00033669837284833193,0.0008942940621636808,1.7232921767565114e-08
15,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Exoc3,-13.161014556884766,0.00010180020035477355,1.1113461262368673e-08,0.00015368298045359552,5.567368034017477e-31
16,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Sf3b3,-13.023574829101562,3.372138962731697e-05,4.048662738398434e-09,9.410324128111824e-05,2.5910250445745154e-06
17,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Commd5,-12.973742485046387,2.9489352527889423e-05,3.664892389565466e-09,7.0081528974697e-05,1.677588786114677e-07
18,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Atg4c,-12.929088592529297,6.31595030426979e-05,8.097325476796868e-09,0.00010322660091333091,2.25760992066934e-25
19,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Eif3b,-12.927616119384766,0.00014525896403938532,1.864315635202729e-08,0.00018231656576972455,1.2732793990565542e-46
20,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ccdc127,-12.922852516174316,2.8467276933952235e-05,3.664892389565466e-09,7.264847226906568e-05,4.484719092876643e-06
21,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Sepp1,-12.799834251403809,0.0005762169603258371,8.080656499487304e-08,0.0008979129488579929,3.4408416124441914e-07
22,facs,3m,24m,male,BAT,Fat,myeloid cell,Scgb1a1,12.782392501831055,2.9447317473341172e-08,0.00020746461814269423,0.000472331972559914,8.240441930063464e-13
23,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Dtd1,-12.759089469909668,0.0002861183893401176,4.127305430756678e-08,2.503326686564833e-05,3.918270462434052e-81
24,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,4930402H24Rik,-12.720988273620605,0.00012587565288413316,1.864315635202729e-08,0.00016991651500575244,9.406566776599558e-40
25,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Erbb3,-12.690485954284668,2.4232409487012774e-05,3.664892389565466e-09,5.602353485301137e-05,9.395386307278406e-08
26,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Dync1li1,-12.586532592773438,6.836159445811063e-05,1.1113461262368673e-08,0.00011748386168619618,8.277529480308865e-23
27,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Arih1,-12.567131042480469,2.4575492716394365e-05,4.048662738398434e-09,6.722727266605943e-05,2.464308400226756e-06
28,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Elavl2,-12.526317596435547,0.0001232894865097478,2.0898156094517617e-08,2.810044497891795e-05,5.951617441831347e-09
29,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Arpc5l,-12.454618453979492,6.238817150006071e-05,1.1113461262368673e-08,9.277285425923765e-05,4.161538640447856e-31
30,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ptplad1,-12.392817497253418,9.752468031365424e-05,1.8133460955027658e-08,0.0001496464101364836,7.679248479392379e-30
31,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ctnnb1,-12.341530799865723,0.0001730432122712955,3.334038467528444e-08,0.00023533277271781117,2.2845424174594764e-39
32,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,oligodendrocyte,Slc30a5,-12.28055191040039,2.6535741199040785e-05,5.3325561744088645e-09,8.182481542462483e-05,1.6505431593229824e-06
33,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Xrcc1,-12.150724411010742,6.66627602186054e-05,1.4659569558261865e-08,0.0001377797161694616,1.024984190354424e-11
34,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,Mtpn,-12.110363960266113,0.000313509808620438,7.090261533448938e-08,0.00018008712504524738,3.9061078823359973e-39
35,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ip6k1,-12.045023918151855,4.696799805969931e-05,1.1113461262368673e-08,9.562719060340896e-05,5.501062602553555e-15
36,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Gpd1l,-12.023285865783691,0.00033637339947745204,8.080656499487304e-08,0.00047364525380544364,1.361658865525248e-09
37,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Hmgcs1,-11.907803535461426,0.0002562200534157455,6.668076935056888e-08,0.00035257701529189944,1.618806485056047e-38
38,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Uap1,-11.898734092712402,4.243891453370452e-05,1.1113461262368673e-08,0.00010412320989416912,2.6950413776326887e-09
39,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ipo13,-11.890040397644043,0.00023121951380744576,6.091981674671842e-08,0.0003020910080522299,4.1063015619654056e-35
40,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Cadm3,-11.817177772521973,7.972200546646491e-05,2.2091924734013446e-08,1.708705531200394e-05,1.7155277984748673e-10
41,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Csnk1d,-11.807101249694824,8.705069922143593e-05,2.4291976430390605e-08,0.00015117392467800528,1.5882767888333388e-22
42,facs,3m,24m,male,Marrow,T-cells,precursor B cell,H13,-11.585099220275879,0.0002482644049450755,8.080656499487304e-08,0.00040310999611392617,2.4724979555940606e-06
43,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Snx13,-11.563105583190918,3.3630250982241705e-05,1.1113461262368673e-08,9.440533904125914e-05,3.39537646391509e-06
44,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Cerk,-11.53403091430664,9.436568507226184e-05,3.182081798058789e-08,0.0001603369164513424,9.830480895861468e-24
45,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Zfp445,-11.520258903503418,5.326577593223192e-05,1.8133460955027658e-08,0.00014463036495726556,4.158626747351829e-07
46,facs,3m,24m,male,Large_Intestine,Distal,secretory cell,Rps4y2,-11.373587608337402,2.4861521524144337e-05,9.368937625708895e-09,4.3780586565844715e-05,1.5516733175047307e-09
47,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ddit4,-11.368117332458496,9.690002116258256e-06,3.664892389565466e-09,1.8392949641565792e-05,4.013074775940328e-06
48,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Rbm18,-11.367690086364746,5.316992610460147e-05,2.012004074458673e-08,0.00013265361485537142,6.488221827539025e-07
49,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Srsf11,-11.349102973937988,0.0003618781629484147,1.387199546343254e-07,0.0004410528053995222,5.564907959151696e-14
50,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Cd97,-11.345243453979492,0.00028705535805784166,1.1033242230951146e-07,0.00014047046715859324,3.100225726022262e-08
51,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Tarsl2,-11.342971801757812,4.8430323658976704e-05,1.864315635202729e-08,0.00010989081056322902,1.6328349116102796e-11
52,facs,3m,24m,male,BAT,Fat,myeloid cell,Clps,11.309675216674805,1.1665770927038466e-07,0.0002961205318570137,0.0006628111586906016,2.2120913896024018e-13
53,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Brox,-11.270217895507812,3.620965435402468e-05,1.4659569558261865e-08,8.222398173529655e-05,9.623654311020621e-09
54,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Tia1,-11.24838924407959,2.703902828216087e-05,1.1113461262368673e-08,7.281629223143682e-05,9.290997261703913e-07
55,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Hsp90b1,-11.171769142150879,0.0006928546354174614,3.003330846240715e-07,0.0009356135269626975,9.718765597455492e-11
56,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Slc27a1,-11.145806312561035,5.5043074098648503e-05,2.4291976430390605e-08,0.00012773519847542048,5.819723199546159e-11
57,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Cdkn2aipnl,-11.130731582641602,4.109025758225471e-05,1.832446194782733e-08,0.0001040962670231238,1.7179100320734624e-06
58,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Aldh3a2,-11.125243186950684,7.447587995557114e-05,3.334038467528444e-08,0.00014287338126450777,8.983666441786749e-18
59,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Selplg,-11.088129043579102,0.00035183486761525273,1.6161312998974608e-07,0.0005896391812711954,9.933675145328812e-06
60,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Ccni,-11.06862735748291,0.0002369713765801862,1.1033242230951146e-07,0.00013040618796367198,9.061918567608031e-06
61,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Zzef1,-11.040048599243164,2.3403141312883236e-05,1.1113461262368673e-08,6.460089207394049e-05,4.311008051596942e-06
62,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Vps11,-11.007654190063477,5.808061177958734e-05,2.8208617663949553e-08,0.00012080538726877421,1.836850370099817e-14
63,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Arfip1,-10.961402893066406,3.653978637885302e-05,1.832446194782733e-08,7.292006921488792e-05,3.557979539897057e-12
64,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Sf1,-10.946803092956543,0.0001595027424627915,8.080656499487304e-08,0.00023603798763360828,2.522535664842948e-08
65,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Txndc11,-10.89881706237793,0.00046285014832392335,2.424197020900465e-07,0.0007293104426935315,6.043413263668083e-07
66,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Pcx,-10.884040832519531,0.00012027374032186344,6.364163596117578e-08,0.00018596337758935988,1.6782685138074384e-29
67,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,Rnf6,-10.88168716430664,0.00016381844761781394,8.682474827992337e-08,0.000152068751049228,8.840963790409001e-13
68,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,Strap,-10.877488136291504,0.00010736915282905102,5.707181216507706e-08,0.00010526207188377157,4.7760931785895957e-11
69,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Parn,-10.872722625732422,3.4003231121459976e-05,1.8133460955027658e-08,9.211300493916497e-05,6.88044604447843e-07
70,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,brain pericyte,Hspb1,-10.869927406311035,0.001738589839078486,9.290145612794731e-07,0.000761816801968962,9.241130305321426e-08
71,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Cttn,-10.864293098449707,6.148865213617682e-05,3.2984033282446035e-08,0.00012233169400133193,7.628598954009712e-13
72,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Sash3,-10.853837966918945,0.0005134537350386381,2.774399092686508e-07,0.0008284993236884475,1.8516180894003184e-06
73,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Zkscan3,-10.809744834899902,4.3605185055639595e-05,2.4291976430390605e-08,0.00011972920765401796,8.722302007671735e-07
74,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Sh3bgrl,-10.78881549835205,0.00014430009468924254,8.156506225986959e-08,3.436846236581914e-05,6.627754131246514e-08
75,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Foxo1,-10.785567283630371,6.581733032362536e-05,3.728631270405458e-08,0.00012487018830142915,3.976078708567252e-18
76,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,1110057K04Rik,-10.77018928527832,9.967337973648682e-05,5.707181216507706e-08,0.00011375965550541878,3.1197718979702474e-07
77,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Capza2,-10.75722885131836,0.00015234346210490912,8.801779216582872e-08,0.0002199298032792285,5.266253814362848e-28
78,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Grb2,-10.750483512878418,0.00013920990750193596,8.080656499487304e-08,0.0001775221317075193,2.0829887457255206e-12
79,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,9030624J02Rik,-10.739624977111816,6.880483124405146e-05,4.024008148917346e-08,0.00013431710249278694,1.5601586820344492e-13
80,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ctnna1,-10.731209754943848,0.0001710091164568439,1.006001966175063e-07,0.00020325601508375257,6.0600004285486285e-43
81,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Mki67,-10.728527069091797,0.0027220414485782385,1.6043017012634664e-06,0.0011811696458607912,1.944575080566108e-11
82,facs,3m,24m,male,BAT,Fat,myeloid cell,Wfdc12,10.727272987365723,3.87795573431049e-08,6.574231520062312e-05,0.00017763285723049194,6.155676470555419e-08
83,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ash1l,-10.724005699157715,4.771385283675045e-05,2.8208617663949553e-08,9.831375064095482e-05,1.423582513348079e-14
84,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Bcap29,-10.719473838806152,0.00013918265176471323,8.254610861513356e-08,3.131937774014659e-05,2.8341841094602776e-09
85,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Gapvd1,-10.718634605407715,5.362354568205774e-05,3.182081798058789e-08,0.00013222184497863054,2.5475364223951116e-09
86,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ss18,-10.712258338928223,0.000129057138110511,7.692459291774867e-08,0.00019144669931847602,2.2646712698712934e-32
87,facs,3m,24m,male,GAT,Fat,"CD4-positive, alpha-beta T cell",Psmb8,10.691718101501465,4.0402898093816475e-07,0.0006682538660243154,0.0007497030892409384,1.2636590083231872e-11
88,facs,3m,24m,male,Marrow,T-cells,immature B cell,Ddx6,-10.662633895874023,0.00030019358382560313,1.8519375544201466e-07,0.00040151519351638854,2.63700307896595e-09
89,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Cct7,-10.627426147460938,0.0003472667303867638,2.195265267346258e-07,0.000532873731572181,1.6413343487509593e-07
90,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Aldh6a1,-10.60550594329834,0.00011618786811595783,7.457262540810916e-08,0.0001713183446554467,1.0279236737403738e-32
91,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,Arfgap1,-10.595476150512695,8.830501610646024e-05,5.707181216507706e-08,0.00010784147889353335,7.312647275326786e-06
92,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Tsc22d2,-10.589130401611328,3.118522363365628e-05,2.024331280381375e-08,7.519053906435147e-05,2.367022679129442e-09
93,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Srsf2,-10.544868469238281,0.00032795232255011797,2.195265267346258e-07,0.00047741876915097237,9.777725977911742e-09
94,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Slc9a6,-10.484118461608887,6.328598101390526e-05,4.418384946802689e-08,8.817119123705197e-06,9.911694946611654e-29
