,dataset,start_age,end_age,sex,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,3m,24m,male,Acan,-17.185163497924805,0.000247092975769192,1.6571001237863925e-09,0.0007695002132095397,0.0
1,droplet,3m,24m,male,Bpifa1,-15.93728256225586,0.0007812401163391769,1.244943526046427e-08,0.007634931709617376,2.5946510365804102e-46
2,droplet,3m,24m,male,Col10a1,-15.397372245788574,0.00013596405915450305,3.149309701910852e-09,0.0011989612830802798,8.840318541315366e-57
3,droplet,3m,24m,male,Sftpc,-15.130048751831055,0.0005013013142161071,1.397877724684804e-08,0.010098690167069435,3.061772708965985e-08
4,droplet,3m,24m,male,3110079O15Rik,-14.51693058013916,0.0006273901090025902,2.6760238469591968e-08,0.0018081284360960126,0.0
5,droplet,3m,24m,male,Col9a1,-12.932977676391602,0.00010149979061679915,1.2978291330512093e-08,0.00037623237585648894,2.7647945260603245e-296
6,droplet,3m,24m,male,Kel,12.886669158935547,2.6400983621499563e-09,2.0001314624096267e-05,9.748075535753742e-05,7.199979009207556e-66
7,droplet,3m,24m,male,Umod,-12.003997802734375,0.00024213347933255136,5.895003596378956e-08,0.0026109833270311356,2.7696509749708787e-37
8,droplet,3m,24m,male,Slc12a1,-11.950702667236328,8.481716940877959e-05,2.1426117768896802e-08,0.0010281582362949848,3.1868020848748146e-28
9,droplet,3m,24m,male,Ms4a3,11.919794082641602,9.986046656251801e-09,3.86947940569371e-05,0.0002695254806894809,1.8115328337629305e-107
10,droplet,3m,24m,male,Fcnb,11.841153144836426,1.0426805197027988e-08,3.825913881883025e-05,0.0002497380191925913,4.053928178797999e-116
11,droplet,3m,24m,male,Col2a1,-11.7158842086792,0.0006920801242813468,2.0574142922669125e-07,0.002711151260882616,1.985776250936435e-305
12,droplet,3m,24m,male,Miox,-11.675529479980469,0.00010212675988441333,3.12205941099819e-08,0.0007756723207421601,4.8104409983934554e-76
13,droplet,3m,24m,male,Mia1,-11.649246215820312,0.0004996240604668856,1.5554930143935053e-07,0.001366552896797657,0.0
14,droplet,3m,24m,male,Calb1,-11.591171264648438,2.9782722776872106e-05,9.652262100701137e-09,0.000632219947874546,1.597437177906886e-06
15,droplet,3m,24m,male,Elane,11.264688491821289,1.047414173172001e-07,0.0002577102859504521,0.002574390033259988,6.105336325044897e-78
16,droplet,3m,24m,male,Ngp,10.913061141967773,1.954970457518357e-06,0.0037696335930377245,0.01345363911241293,0.0
17,droplet,3m,24m,male,Camp,10.862915992736816,2.5701019694679417e-06,0.004786457400768995,0.016817141324281693,0.0
18,droplet,3m,24m,male,2610017I09Rik,-10.840405464172363,3.341752744745463e-05,1.8224822539991692e-08,0.000133387598907575,3.4440577409507945e-130
19,droplet,3m,24m,male,Alx1,-10.744754791259766,9.768725249159615e-06,5.692041060711972e-09,5.502957719727419e-05,1.0522587889673568e-14
20,droplet,3m,24m,male,Itgb2l,10.729233741760254,1.3941155785346382e-08,2.366743137827143e-05,9.739619417814538e-05,1.4944073624155557e-93
21,droplet,3m,24m,male,Apol11b,10.70772647857666,1.1469276728348632e-07,0.00019181678362656385,0.0009213627781718969,0.0
22,droplet,3m,24m,male,Tmem174,-10.7012357711792,1.0537700291024521e-05,6.328258361776307e-09,8.523371070623398e-05,1.3183211413026954e-14
23,droplet,3m,24m,male,Tmem213,-10.593048095703125,4.9257392674917355e-05,3.1888390594758675e-08,0.0002507778990548104,1.905380603003404e-132
24,droplet,3m,24m,male,Mfi2,-10.432367324829102,7.423265924444422e-05,5.371943245791044e-08,0.00024207559181377292,0.0
25,droplet,3m,24m,male,Ctsg,10.392965316772461,6.429612398051177e-08,8.645415073260665e-05,0.001033288543112576,9.811998181806253e-52
26,droplet,3m,24m,male,Acsm2,-10.388648986816406,9.672214946476743e-05,7.214812569600326e-08,0.000717428105417639,2.4533157533366344e-79
27,droplet,3m,24m,male,Scgb3a2,-10.357673645019531,0.00014723814092576504,1.1221369788927404e-07,0.0016164988046512008,1.330590430772796e-35
28,droplet,3m,24m,male,Cldn13,10.331665992736816,5.844241002250783e-08,7.53141866880469e-05,0.00030292299925349653,0.0
29,droplet,3m,24m,male,Cdh16,-10.303979873657227,3.697405554703437e-05,2.9246594479559462e-08,0.0002243909693788737,2.223660280096637e-86
30,droplet,3m,24m,male,Hapln1,-10.302611351013184,0.00011925995931960642,9.442673842841032e-08,0.0003712085890583694,0.0
31,droplet,3m,24m,male,Ucma,-10.266192436218262,0.0003845208848360926,3.122386544873734e-07,0.0012125635985285044,0.0
32,droplet,3m,24m,male,Slc5a12,-10.222249984741211,1.0272983672621194e-05,8.598889600364146e-09,0.00011348792031640187,6.288123670454201e-11
33,droplet,3m,24m,male,Kap,-10.173429489135742,0.0008378034108318388,7.254946581269905e-07,0.008258051238954067,2.186410924031324e-45
34,droplet,3m,24m,male,Ugt2b38,-10.125391960144043,3.6412853660294786e-05,3.25982760784882e-08,0.00028999120695516467,6.427117629795273e-56
35,droplet,3m,24m,male,Gm5483,10.050926208496094,4.823309751600391e-08,5.116634565638378e-05,0.0007744128233753145,4.787593127501905e-30
36,droplet,3m,24m,male,Sftpd,-10.045149803161621,1.8203683794126846e-05,1.7228312998440742e-08,0.00022684450959786773,5.7418543191727744e-18
37,droplet,3m,24m,male,Lrp2,-9.998440742492676,2.697164745768532e-05,2.636699214519922e-08,0.0002108990156557411,1.503370830933243e-48
38,droplet,3m,24m,male,Scgb1a1,-9.998005867004395,0.00044716292177326977,4.372856210466125e-07,0.006378804333508015,7.678877890549742e-20
39,droplet,3m,24m,male,Defb29,-9.994329452514648,1.0518261660763528e-05,1.0311194564849302e-08,9.579022298566997e-05,2.029706135073558e-13
40,droplet,3m,24m,male,Mep1a,-9.96872615814209,1.3856296391168144e-05,1.382707104369274e-08,0.0001410168915754184,2.4873608173393188e-18
41,droplet,3m,24m,male,Ceacam10,9.961688041687012,1.3941155785346382e-08,1.390262787026586e-05,8.213205728679895e-05,4.8762156573372375e-32
42,droplet,3m,24m,male,Kl,-9.937275886535645,2.5888311938615516e-05,2.6403968789168175e-08,0.0002791660081129521,2.17147322344415e-28
43,droplet,3m,24m,male,Akr1c21,-9.8951997756958,5.4885269491933286e-05,5.7636327710497426e-08,0.0004114289185963571,2.5568944579937813e-71
44,droplet,3m,24m,male,Mrgpra2b,9.884743690490723,2.0929876498598787e-08,1.978753243747633e-05,9.541303006699309e-05,7.810045229587386e-65
45,droplet,3m,24m,male,Rhd,9.878767013549805,1.775803042391999e-07,0.00016718695405870676,0.0007208019960671663,0.0
