,dataset,start_age,end_age,sex,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,3m,30m,male,Krt6a,-20.847715377807617,0.001424849615432322,7.540598701005763e-10,0.004652134142816067,0.0
1,droplet,3m,30m,male,Reg1,18.572494506835938,1.8185323247266183e-09,0.0007093122112564743,0.0037372345104813576,0.0
2,droplet,3m,30m,male,Krt13,-18.334686279296875,0.0005038472008891404,1.5230816607925135e-09,0.002112005138769746,5.9005115922572765e-266
3,droplet,3m,30m,male,Krt16,-16.336647033691406,0.0006541245384141803,7.902871246301402e-09,0.0033821172546595335,3.9016701951628322e-174
4,droplet,3m,30m,male,Sprr1b,-15.983247756958008,0.00014758591714780778,2.2772850272190226e-09,0.000805809919256717,6.778993054850206e-151
5,droplet,3m,30m,male,Cela2a,15.907881736755371,6.525306872617875e-08,0.004011966288089752,0.02051854319870472,0.0
6,droplet,3m,30m,male,Krt24,-15.643794059753418,0.0001719389547361061,3.3573281932319787e-09,0.0008327234536409378,3.9776988992883226e-193
7,droplet,3m,30m,male,Krt76,-15.485835075378418,8.998803969006985e-05,1.9600290279697674e-09,0.0013476306339725852,1.7644134545921768e-17
8,droplet,3m,30m,male,Krt35,-15.403432846069336,5.9787900681840256e-05,1.3784885455336848e-09,0.0006195657188072801,1.983344831525696e-38
9,droplet,3m,30m,male,Col2a1,-15.048543930053711,0.0006920801242813468,2.042075841757196e-08,0.002711151260882616,1.352097492857714e-305
10,droplet,3m,30m,male,Mt4,-14.864083290100098,0.0017565828748047352,5.8901502342223466e-08,0.005649079568684101,0.0
11,droplet,3m,30m,male,Krtap3-3,-14.60097885131836,5.209001028561033e-05,2.0951480550479573e-09,0.0005630051018670201,1.30896846649585e-34
12,droplet,3m,30m,male,Gpr87,-14.405023574829102,1.4130801901046652e-05,6.503622640430251e-10,4.470358544494957e-05,2.9798731680466645e-36
13,droplet,3m,30m,male,Krt4,-14.370956420898438,0.0009390220511704683,4.431767663959363e-08,0.006130499299615622,4.601472087963975e-108
14,droplet,3m,30m,male,Krt5,-14.264593124389648,0.0008356713224202394,4.245754325893358e-08,0.001894370885565877,0.0
15,droplet,3m,30m,male,Krt84,-14.248798370361328,0.00012363634596113116,6.349828662877144e-09,0.0013170870952308178,6.475053782256143e-38
16,droplet,3m,30m,male,Cela3b,14.139856338500977,8.686838981475375e-08,0.0015681504737585783,0.00798056647181511,0.0
17,droplet,3m,30m,male,Krt14,-13.978690147399902,0.0029481197707355022,1.826155227035997e-07,0.007923616096377373,0.0
18,droplet,3m,30m,male,Sycn,13.848090171813965,1.0036048792017027e-07,0.0014799857744947076,0.007489218842238188,0.0
19,droplet,3m,30m,male,Col9a1,-13.80903148651123,0.00010149979061679915,7.0708403576702494e-09,0.00037623237585648894,2.5343549216364643e-296
20,droplet,3m,30m,male,Clec4f,13.79952335357666,6.846159195106338e-09,9.762947593117133e-05,0.0006418693228624761,7.055343467923909e-243
21,droplet,3m,30m,male,Cnfn,-13.628939628601074,0.0002842559479176998,2.2437301794298037e-08,0.0015046743210405111,1.1759698634292824e-164
22,droplet,3m,30m,male,Acan,-13.349759101867676,0.000247092975769192,2.366813767196163e-08,0.0007695002132095397,0.0
23,droplet,3m,30m,male,1810065E05Rik,13.338677406311035,2.4206409321436695e-08,0.00025077848113141954,0.0019971346482634544,1.7577347970672302e-184
24,droplet,3m,30m,male,Gm94,-13.230440139770508,0.00016236618102993816,1.6893144660912185e-08,0.0005582004087045789,0.0
25,droplet,3m,30m,male,Tmprss11a,-13.214334487915039,3.111678233835846e-05,3.273037174622573e-09,0.00010442818165756762,7.184526816971755e-137
26,droplet,3m,30m,male,Pnlip,13.088766098022461,1.1933632038108044e-07,0.0010396505240350962,0.005417391192167997,0.0
27,droplet,3m,30m,male,Aqp12,12.89210319519043,1.3122313236024752e-09,9.982764822780155e-06,6.810546619817615e-05,1.7200109695166528e-16
28,droplet,3m,30m,male,Krt15,-12.732786178588867,0.0013332134112715721,1.95860536678083e-07,0.0033766981214284897,0.0
29,droplet,3m,30m,male,Dsg1a,-12.556944847106934,4.0983461076393723e-05,6.800294105602234e-09,0.00018247835396323353,3.2535873857776274e-141
30,droplet,3m,30m,male,Kel,12.399325370788574,2.6400983621499563e-09,1.4267680853663478e-05,7.379964517895132e-05,9.039382315665278e-37
31,droplet,3m,30m,male,Them5,-12.355340957641602,0.00019334601529408246,3.6897354505072144e-08,0.00045064615551382303,0.0
32,droplet,3m,30m,male,Fcnb,12.313117980957031,1.0426805197027988e-08,5.306533057591878e-05,0.00023714537383057177,1.4024907015327785e-300
33,droplet,3m,30m,male,Lgals7,-12.294258117675781,0.003008416388183832,5.989585361021454e-07,0.005920032970607281,0.0
34,droplet,3m,30m,male,Ins2,12.280068397521973,3.4747114341371343e-07,0.001728180330246687,0.023879125714302063,8.257246534317731e-60
35,droplet,3m,30m,male,Nppa,12.261404037475586,2.4085336391976853e-08,0.0001182554624392651,0.003999687731266022,4.773136104540062e-07
36,droplet,3m,30m,male,Prss2,12.256270408630371,6.078000183151744e-07,0.0029734899289906025,0.015040470287203789,0.0
37,droplet,3m,30m,male,3110079O15Rik,-12.254051208496094,0.0006273901090025902,1.2843914021232195e-07,0.0018081284360960126,0.0
38,droplet,3m,30m,male,Ms4a3,12.249608039855957,9.986046656251801e-09,4.86336211906746e-05,0.0002660050813574344,1.3799911350669778e-222
39,droplet,3m,30m,male,Phgr1,12.159151077270508,7.146994818185703e-08,0.00032688776263967156,0.002345218788832426,6.12566318695163e-229
40,droplet,3m,30m,male,Clec3a,-12.159125328063965,5.985989992041141e-05,1.3087039008041756e-08,0.0002949521876871586,5.607828730837601e-153
41,droplet,3m,30m,male,Dsc3,-12.143305778503418,4.3970096157863736e-05,9.718817750581366e-09,0.00011127682955702767,1.2712029179916278e-264
42,droplet,3m,30m,male,Calm4,-12.020195007324219,0.00029786143568344414,7.170823579372154e-08,0.001011890359222889,0.0
43,droplet,3m,30m,male,Psapl1,-11.985698699951172,2.3821274226065725e-05,5.872679675889003e-09,0.00011190643272129819,6.919167227111313e-75
