,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
0,facs,3m,18m,female,Liver,Cyp3a11,228949.125,0.004003104288130999,1.748368916310028e-08,0.003131460165604949,1.3563658113694863e-53
1,facs,3m,18m,female,Liver,Cd7,162374.046875,4.369599349018927e-09,0.0007096719346009195,0.0021582881454378366,5.638141478540036e-09
2,facs,3m,18m,female,Liver,C8b,150191.09375,0.0002187495556427166,1.4554748517525695e-09,0.0003318955423310399,1.2542981939861734e-11
3,facs,3m,18m,female,Liver,Mug-ps1,101227.9140625,3.692524114740081e-05,3.6377331702475146e-10,6.279288936639205e-05,4.447299467401966e-08
4,facs,3m,18m,female,Liver,Itgb7,92726.1953125,6.243642935999105e-09,0.0005790420109406114,0.0012782603735104203,3.3213411890142276e-20
5,facs,3m,18m,female,Liver,Ltb,92578.640625,8.32194757549587e-09,0.000770527170971036,0.0013362427707761526,6.176863622806161e-35
6,facs,3m,18m,female,Liver,Gzmb,73803.2890625,1.1417190748375106e-08,0.0008427000138908625,0.0028103836812078953,7.20626039797032e-07
7,facs,3m,18m,female,Liver,Bcl2,68213.5546875,3.5350209426354695e-09,0.00024120455782394856,0.0006095667486079037,1.4701172235683227e-14
8,facs,3m,18m,female,Liver,H2-Oa,50555.9765625,2.9265192491578773e-09,0.0001480036007706076,0.0004500212089624256,5.9931674919056075e-09
9,facs,3m,18m,female,Liver,Gimap7,49346.5078125,4.321927260519942e-09,0.00021332137112040073,0.0004652552306652069,9.825238401932697e-21
10,facs,3m,18m,female,Liver,Gpr18,44379.58203125,5.390813573313835e-09,0.00023928642622195184,0.0006294572958722711,3.635107019059941e-13
11,facs,3m,18m,female,Liver,Epsti1,43726.734375,2.6395756691499628e-09,0.00011546375753823668,0.0002778440248221159,2.587775571213705e-16
12,facs,3m,18m,female,Liver,Cytip,42636.6171875,2.5020585603385825e-09,0.0001067219563992694,0.0002847565629053861,1.2968911294809515e-12
13,facs,3m,18m,female,Liver,Mug2,38084.05078125,0.00023767168750055134,6.239714522848772e-09,0.00026413906016387045,1.0574008308530658e-24
14,facs,3m,18m,female,Liver,Faim3,36122.01953125,1.3583413505102726e-08,0.0004906964604742825,0.0014992880169302225,7.39712056172973e-09
15,facs,3m,18m,female,Liver,Map4k1,34021.73828125,3.7320861956402496e-09,0.00012700608931481838,0.0003932522376999259,1.70981692634392e-08
16,facs,3m,18m,female,Liver,Ly9,32521.580078125,3.1643150322224756e-09,0.00010294104868080467,0.00033694496960379183,3.2453199075171286e-07
17,facs,3m,18m,female,Liver,Napsa,31369.609375,9.29010735006841e-09,0.00029145841835998,0.0006998045137152076,1.6216104920806243e-16
18,facs,3m,18m,female,Liver,H2-DMb2,30273.099609375,2.0022261182361945e-08,0.000606166198849678,0.0014720053877681494,4.390376186452859e-16
19,facs,3m,18m,female,Liver,Ncf4,30007.25,4.366481398676569e-09,0.0001310561056016013,0.00029209087369963527,1.2853229001718183e-19
20,facs,3m,18m,female,Liver,Ctsw,29967.59765625,1.2717961794805888e-08,0.0003811567439697683,0.0009542901534587145,6.471038893091117e-15
21,facs,3m,18m,female,Liver,Il2rb,27310.142578125,1.0355513779813919e-08,0.00028283786377869546,0.0009231164585798979,2.5425326725069516e-07
22,facs,3m,18m,female,Liver,Nkg7,26804.4453125,3.76863340534328e-08,0.0010101880179718137,0.002343457890674472,5.756067056144295e-18
23,facs,3m,18m,female,Liver,Cd79b,26206.16015625,3.478822563351969e-08,0.0009116919827647507,0.002330661052837968,3.5981272982768633e-14
24,facs,3m,18m,female,Liver,Ms4a4b,25633.208984375,1.8090052122943234e-08,0.00046373173245228827,0.0011971311178058386,8.008747700184536e-14
25,facs,3m,18m,female,Liver,Gimap3,24131.10546875,2.4720883118334314e-08,0.0005965663585811853,0.0012602368369698524,2.1796109155692484e-22
26,facs,3m,18m,female,Liver,Pik3cd,23785.82421875,2.4443147506048035e-09,5.816382690682076e-05,0.0001805665815481916,2.8055650772211477e-08
27,facs,3m,18m,female,Liver,Ms4a1,23353.470703125,1.586522202501328e-08,0.0003705313429236412,0.0010961487423628569,1.1094842261891415e-09
28,facs,3m,18m,female,Liver,Arhgap9,22335.669921875,6.776190275559202e-09,0.0001513730821898207,0.0004236115200910717,3.381991435509287e-11
29,facs,3m,18m,female,Liver,Cd79a,22041.73828125,7.744493046857315e-08,0.001707043033093214,0.004008700605481863,1.8967320626251822e-17
30,facs,3m,18m,female,Liver,S100a4,21348.30078125,4.085910276785398e-09,8.72485907166265e-05,0.0002651951217558235,6.773896190599933e-09
31,facs,3m,18m,female,Liver,Mfng,21244.943359375,2.4523598707304473e-09,5.2121493354206905e-05,0.0001815799332689494,7.573995134259504e-06
32,facs,3m,18m,female,Liver,Cd72,18278.607421875,1.1493648699456571e-08,0.00021010616910643876,0.0004917574115097523,1.5270578513783485e-17
33,facs,3m,18m,female,Liver,Pou2f2,18013.529296875,2.4443147506048035e-09,4.404874925967306e-05,0.00014555983943864703,8.418757186656768e-07
34,facs,3m,18m,female,Liver,Ptprcap,17991.603515625,4.4951491418032674e-08,0.0008087673340924084,0.0013500986387953162,5.576505955769723e-38
35,facs,3m,18m,female,Liver,Cd52,16967.158203125,3.4819716887568575e-08,0.000590808573178947,0.0007391743711195886,2.532198148240569e-70
36,facs,3m,18m,female,Liver,Ms4a4c,16220.9375,7.77667086282463e-09,0.00012616111780516803,0.0004167530278209597,4.900131502562651e-07
37,facs,3m,18m,female,Liver,Slfn2,16042.1787109375,1.9624895486458627e-08,0.00031484212377108634,0.0006178354378789663,1.7920235445292822e-26
38,facs,3m,18m,female,Liver,Was,15803.533203125,2.7610178587877954e-09,4.3649641156662256e-05,0.00011219379666727036,2.870793394441855e-13
39,facs,3m,18m,female,Liver,Sfpi1,14976.783203125,2.0896115060509146e-08,0.00031297156237997115,0.0006846141768619418,1.2757194106189137e-20
40,facs,3m,18m,female,Liver,Sh3bp1,14564.2861328125,3.016216609807998e-09,4.39436080341693e-05,0.0001499353675171733,3.571263624266508e-06
41,facs,3m,18m,female,Liver,Cd2,13833.5205078125,2.0944968426306332e-08,0.0002897564845625311,0.0006043157773092389,4.9794501047629294e-23
42,facs,3m,18m,female,Liver,Arhgap30,12691.259765625,6.997382673290531e-09,8.88182912603952e-05,0.000246840383624658,2.5728423629391064e-11
43,facs,3m,18m,female,Liver,Clec12a,12605.609375,9.075538542901995e-09,0.00011441529932199046,0.0003716924402397126,2.1880153236138894e-07
44,facs,3m,18m,female,Liver,Klrk1,12587.140625,7.4032020513925545e-09,9.319773380411789e-05,0.0003166549140587449,1.957973450503263e-06
45,facs,3m,18m,female,Liver,S1pr4,12547.572265625,1.856161802038514e-08,0.0002329157869098708,0.0005807161214761436,4.748747514321457e-15
46,facs,3m,18m,female,Liver,Cd22,12524.6474609375,6.117792494819696e-09,7.663571886951104e-05,0.00026664804317988455,5.963133258941232e-06
47,facs,3m,18m,female,Liver,H2-Eb1,12461.24609375,1.9697824882314308e-07,0.0024546068161726,0.004945149179548025,5.654024413022542e-25
48,facs,3m,18m,female,Liver,Batf,12104.1689453125,4.026885047636597e-09,4.875420199823566e-05,0.0001643302821321413,1.8806151750346944e-06
49,facs,3m,18m,female,Liver,Cd3g,12096.048828125,2.9317758887259515e-08,0.00035464114625938237,0.000855686201248318,2.512569584148299e-16
50,facs,3m,18m,female,Liver,Rgs1,11956.8046875,1.9009249285772967e-08,0.0002273018326377496,0.0007122334209270775,3.085316741103895e-08
51,facs,3m,18m,female,Liver,Ctla2b,11635.2294921875,5.378640643982635e-09,6.259335350478068e-05,0.0001875731977634132,3.708667844083189e-09
52,facs,3m,18m,female,Liver,Ccl5,11556.1201171875,1.4315186547264602e-07,0.0016542916418984532,0.004797337576746941,3.184080827593078e-10
53,facs,3m,18m,female,Liver,Lat,11398.0703125,1.979682373587366e-08,0.00022565698600374162,0.0006527381483465433,2.819809286052529e-10
54,facs,3m,18m,female,Liver,Tspan32,11386.53125,8.407369911367368e-09,9.574216528562829e-05,0.0003080079623032361,1.3941578773886309e-07
55,facs,3m,18m,female,Liver,Evi2b,11343.6103515625,1.0491590707317755e-08,0.00011902386177098379,0.00034274865174666047,2.351384551913948e-10
56,facs,3m,18m,female,Liver,Snx20,11059.828125,1.1149914769248426e-08,0.00012332720507401973,0.0002955119707621634,1.7016437146443166e-16
57,facs,3m,18m,female,Liver,Acap1,11020.9208984375,1.3993095571152026e-08,0.0001542278187116608,0.00042088236659765244,5.9051670403511796e-12
58,facs,3m,18m,female,Liver,H2-Aa,10671.7158203125,3.9667688156441727e-07,0.004233233630657196,0.008036499843001366,1.4304801056354664e-28
59,facs,3m,18m,female,Liver,Arhgap25,10614.0908203125,6.5376504210235e-09,6.940183084225282e-05,0.00023442954989150167,1.6542622874707408e-06
60,facs,3m,18m,female,Liver,Lck,10491.400390625,4.85766982194491e-08,0.0005096480599604547,0.001281798118725419,9.447571183239978e-15
61,facs,3m,18m,female,Large_Intestine,Rps4y2,10466.9912109375,6.060958548914641e-05,5.789545287626652e-09,0.00015519514272455126,5.107320640421355e-57
62,facs,3m,18m,female,Liver,Cyp4f18,10117.2685546875,1.9252546223924583e-08,0.00019479330512695014,0.0005891283508390188,4.2801131668656814e-09
63,facs,3m,18m,female,Liver,Myo1g,10053.44140625,8.112296612239334e-09,8.156655530910939e-05,0.00026582603459246457,2.816224415112118e-07
64,facs,3m,18m,female,Liver,Sash3,8922.3681640625,2.1869977828714582e-08,0.00019514092127792537,0.0005454160855151713,3.000104578216276e-11
65,facs,3m,18m,female,Liver,Ptprc,8905.0419921875,3.6320383145493906e-08,0.0003234434116166085,0.0005251113325357437,2.7951433705271955e-40
66,facs,3m,18m,female,Liver,Gng2,8742.484375,5.886231502216788e-09,5.146903276909143e-05,0.00013152458996046335,1.1825883049134224e-13
67,facs,3m,18m,female,Liver,Lsp1,8619.3896484375,1.1388885923224734e-07,0.0009816611418500543,0.0014518102398142219,2.360165858248296e-49
68,facs,3m,18m,female,Liver,Cd74,8474.4970703125,9.219497201229387e-07,0.00781306903809309,0.013970042578876019,1.1747393548552772e-32
69,facs,3m,18m,female,Liver,Ms4a6b,7996.87060546875,2.638111418207245e-08,0.00021097435092087835,0.000557125429622829,4.993673842692197e-13
70,facs,3m,18m,female,Liver,Cst7,7985.8564453125,1.190848575305381e-08,9.5107447123155e-05,0.0002932991774287075,1.4826987150845208e-08
71,facs,3m,18m,female,Liver,AF251705,7622.1162109375,1.7673118080097083e-08,0.0001347141806036234,0.000367137196008116,5.5650226596491095e-12
72,facs,3m,18m,female,Liver,Cd37,7413.96875,7.372867116828274e-08,0.0005466294824145734,0.0009643521043471992,1.279138989733097e-33
73,facs,3m,18m,female,Liver,Bcl2a1b,7220.49755859375,9.29698185103689e-09,6.713605398545042e-05,0.00018120260210707784,4.298710775590474e-12
74,facs,3m,18m,female,Liver,Rhoh,7127.1220703125,2.6678032227778203e-08,0.0001901447249110788,0.0005492190830409527,2.6227249957038166e-10
75,facs,3m,18m,female,Liver,Clec4a3,7064.84619140625,1.0136873562771598e-08,7.162251858972013e-05,0.00023612772929482162,5.2286187207202e-07
76,facs,3m,18m,female,Liver,Vav1,7063.8193359375,1.2240468194590903e-08,8.64715184434317e-05,0.00029059400549158454,1.2073446267454235e-06
77,facs,3m,18m,female,Liver,Cd53,7018.68359375,7.807808799498162e-08,0.0005480124382302165,0.0008410805021412671,1.511658433950218e-45
78,facs,3m,18m,female,Liver,Cd48,6614.1162109375,3.258924152760301e-08,0.0002155556285288185,0.00046209132415242493,1.4066644933078738e-21
79,facs,3m,18m,female,Liver,Rac2,6206.67626953125,2.5216161247954005e-07,0.0015650916611775756,0.0020627672784030437,4.6181202626960316e-63
80,facs,3m,18m,female,Liver,Cd160,6107.91796875,3.889734401241185e-08,0.00023758788302075118,0.0007742433808743954,2.385502443626987e-07
81,facs,3m,18m,female,Liver,Coro1a,6044.6572265625,3.30679085891461e-07,0.0019988478161394596,0.002603864762932062,1.2243131557239235e-64
82,facs,3m,18m,female,Liver,Lgals3,6018.01416015625,6.103442018456917e-08,0.0003673120227176696,0.0009088664082810283,2.3855496062677665e-15
83,facs,3m,18m,female,Liver,Cybb,5911.15234375,5.176667983164407e-08,0.00030600663740187883,0.0006705982959829271,1.5837341752878444e-20
84,facs,3m,18m,female,Liver,Lpxn,5878.58154296875,2.2724968573584192e-08,0.00013359646254684776,0.0003409100463613868,3.766501760453181e-14
85,facs,3m,18m,female,Liver,H2-Ob,5835.3115234375,3.584775498666204e-08,0.00020918864174745977,0.0006188557599671185,1.15200821134993e-09
86,facs,3m,18m,female,Liver,Pyhin1,5783.80419921875,1.890578005259158e-08,0.00010935311729554087,0.00032340092002414167,1.2635397432325483e-09
87,facs,3m,18m,female,Liver,Apbb1ip,5783.50390625,1.4714484741773504e-08,8.51070653880015e-05,0.00021449150517582893,1.803423412043604e-14
88,facs,3m,18m,female,Liver,Cyp2d13,5602.79638671875,4.455282760318369e-05,7.950891500740909e-09,6.482132448581979e-05,2.3044398465028194e-12
89,facs,3m,18m,female,Liver,Arhgap15,5587.66845703125,8.270760964990131e-09,4.621985863195732e-05,0.0001599576062289998,6.313000194347506e-06
90,facs,3m,18m,female,Liver,H2-Ab1,5507.556640625,8.957835575529316e-07,0.004933584481477737,0.009637046605348587,8.729583204202434e-27
91,facs,3m,18m,female,Liver,Dusp2,5461.0048828125,3.1635426722687043e-08,0.0001727666676742956,0.0005734115839004517,5.985861840839023e-07
92,facs,3m,18m,female,Liver,Tbc1d10c,5282.44921875,8.158050945894502e-08,0.0004309501964598894,0.0009287612629123032,2.339280187529356e-21
93,facs,3m,18m,female,Liver,Lyz2,5224.8603515625,1.3539225847125635e-06,0.007074061781167984,0.018665721639990807,4.4223268679253764e-13
94,facs,3m,18m,female,Liver,Lcp2,5178.818359375,3.351946276097806e-08,0.0001735963742248714,0.0004158770898357034,1.466064644539864e-16
95,facs,3m,18m,female,Liver,Gpr183,4887.86962890625,2.2286554823836013e-08,0.00010893866419792175,0.0003357503446750343,1.3825971045988752e-08
96,facs,3m,18m,female,Liver,Fyb,4855.22607421875,4.401390185648779e-08,0.00021370228205341846,0.00040156434988602996,4.0365778804590324e-29
97,facs,3m,18m,female,Liver,H2-DMb1,4740.25732421875,3.15215764601362e-08,0.00014942511916160583,0.0004605671565514058,1.3062291655514296e-08
98,facs,3m,18m,female,Liver,Cyth4,4603.73095703125,4.328226665961665e-08,0.0001992644974961877,0.0005042944103479385,1.729984622738981e-14
99,facs,3m,18m,female,Liver,Sdc3,4397.8583984375,9.349528085067504e-08,0.0004111833986826241,0.0011642976896837354,6.918572201729018e-11
100,facs,3m,18m,female,Liver,AI467606,4397.47021484375,3.835408080021807e-08,0.00016866532678250223,0.0005217546131461859,1.5751050704377815e-08
101,facs,3m,18m,female,Liver,Pilra,4329.80419921875,1.900458634906954e-08,8.229046943597496e-05,0.0002563728776294738,2.7544282294474074e-08
102,facs,3m,18m,female,Liver,Sla,4310.9296875,2.8288281939126136e-08,0.00012195310409879312,0.00033546285703778267,1.1122426979997278e-11
103,facs,3m,18m,female,Liver,Ikzf3,4295.93115234375,1.3496970652226992e-08,5.7986355386674404e-05,0.0001856655435403809,1.4148765777234503e-07
104,facs,3m,18m,female,Liver,Ncf2,4271.041015625,2.5666137659641208e-08,0.00010962539818137884,0.0003452001546975225,4.4463689933807724e-08
105,facs,3m,18m,female,Liver,Hvcn1,4255.8349609375,6.548775388637296e-08,0.0002787093399092555,0.0008803356904536486,4.738626894655888e-08
106,facs,3m,18m,female,Liver,Cd3e,4177.6025390625,6.468206859011616e-09,2.7025775125366636e-05,9.031948138726875e-05,3.4714520408065696e-06
107,facs,3m,18m,female,Liver,Tmsb10,4144.90283203125,7.589062533952529e-08,0.00031456342549063265,0.0004079261270817369,4.9335577283053055e-65
108,facs,3m,18m,female,Liver,Apobec3,3965.844482421875,5.269818004194349e-08,0.0002089967456413433,0.0004385101783555001,1.143850472942479e-22
109,facs,3m,18m,female,Liver,Syk,3757.62158203125,2.0573077463836853e-08,7.730959623586386e-05,0.0002443813718855381,6.149577222934793e-08
110,facs,3m,18m,female,Liver,Cd3d,3757.19384765625,4.225488225984009e-08,0.00015876353427302092,0.00041790513205341995,4.1538909757284276e-13
111,facs,3m,18m,female,Liver,Cd300a,3709.362060546875,2.1013562445659772e-08,7.795062265358865e-05,0.00027231540298089385,7.114137289308375e-06
112,facs,3m,18m,female,Liver,Sell,3512.58642578125,4.235598538571139e-08,0.00014878256479278207,0.00044440184137783945,2.1505119377797747e-09
113,facs,3m,18m,female,Liver,Rgs2,3501.938720703125,4.2436628433506485e-08,0.0001486139663029462,0.0003943777992390096,7.821800043430731e-13
114,facs,3m,18m,female,Liver,Plekha2,3459.6650390625,2.1885609768901304e-08,7.572033791802824e-05,0.0002617310965433717,4.5314498824102086e-06
115,facs,3m,18m,female,Liver,Klhl6,3434.603515625,2.7863565676966573e-08,9.570373367751017e-05,0.0002855266793631017,2.2489394681035207e-09
